;Contratto;Zona;Tipologia;Superficie;Locali;Piano;Tipo proprietà;Prezzo;Spese condominio;Spese riscaldamento;Anno di costruzione;Stato;Riscaldamento;Climatizzatore;Classe energetica
1586;               Affitto, 4+4            ;cit-turin;Intera proprietà;260;5;4°;Intera proprietà;1500;112;94.0;1950.0;buono/abitabile;centralizzato;assente;               G              
1587;               Affitto, studenti (6-36 mesi)            ;cit-turin;Intera proprietà;140;5;7°;Intera proprietà;900;150;150.0;1970.0;buono/abitabile;centralizzato;None;               G              
1588;               Affitto            ;cit-turin;Intera proprietà;75;2;3°;Intera proprietà;750;100;;;ottimo/ristrutturato;centralizzato;presente;               D              
1589;               Affitto            ;cit-turin;Intera proprietà;40;2;3°;Intera proprietà;495;25;41.0;;;centralizzato;None;               E              
1590;               Affitto, 4+4            ;cit-turin;Intera proprietà;40;1;Ultimo;Intera proprietà;390;70;;;buono/abitabile;autonomo;autonomo;
1591;               Affitto, libero            ;cit-turin;Intera proprietà;25;1;1°;Intera proprietà;280;;;1980.0;ottimo/ristrutturato;autonomo;assente;               B              
1592;               Affitto, concordato            ;cit-turin;Intera proprietà;65;2;1°;Intera proprietà;435;60;70.0;1967.0;ottimo/ristrutturato;centralizzato;None;               F              
1593;               Affitto            ;cit-turin;Intera proprietà;120;3;1°;Intera proprietà;630;70;90.0;1970.0;buono/abitabile;centralizzato;None;               F              
1594;               Affitto, libero            ;cit-turin;Intera proprietà;25;1;1°;Intera proprietà;280;;;1980.0;ottimo/ristrutturato;centralizzato;None;               B              
1595;               Affitto, 4+4            ;cit-turin;Intera proprietà;90;3;6°;Intera proprietà;750;54;;1920.0;nuovo/incostruzione;autonomo;autonomo;               B              
1596;               Affitto, 3+2            ;madonna-del-pilone;Intera proprietà;125;5;Piano;Classe immobile signorile;1250;150;;1980.0;buono/abitabile;autonomo;assente;               F              
1597;               Affitto, 3+2            ;madonna-del-pilone;Intera proprietà;125;5;Piano;Classe immobile signorile;1150;150;;1980.0;buono/abitabile;autonomo;assente;               F              
1598;               Affitto            ;madonna-del-pilone;Intera proprietà;150;5;Su;Classe immobile signorile;1300;150;;1980.0;buono/abitabile;autonomo;assente;               C              
1599;               Affitto, 3+2            ;madonna-del-pilone;Intera proprietà;130;5;Piano;Classe immobile signorile;1250;150;;1980.0;buono/abitabile;autonomo;assente;               E              
1600;               Affitto, transitorio            ;madonna-del-pilone;Intera proprietà;70;3;1°;Intera proprietà;750;;;;;autonomo;None;
1601;               Affitto            ;madonna-del-pilone;Intera proprietà;45;2;1°;Intera proprietà;370;30;58.0;1955.0;nuovo/incostruzione;centralizzato;assente;
1602;               Affitto            ;madonna-del-pilone;Intera proprietà;45;2;1°;Intera proprietà;370;30;58.0;1955.0;nuovo/incostruzione;centralizzato;assente;
1603;               Affitto            ;madonna-del-pilone;Intera proprietà;150;4;Piano;Intera proprietà;1200;150;;1990.0;buono/abitabile;autonomo;assente;               C              
1604;               Affitto, 4+4            ;madonna-del-pilone;Intera proprietà;40;2;Piano;Intera proprietà;450;20;20.0;1968.0;buono/abitabile;centralizzato;assente;               C              
1605;               Affitto, 4+4            ;madonna-del-pilone;Intera proprietà;40;1;1°;Intera proprietà;430;40;;;ottimo/ristrutturato;autonomo;assente;
1606;               Affitto, 4+4            ;madonna-del-pilone;Intera proprietà;150;4;;Intera proprietà;1150;150;;;buono/abitabile;autonomo;assente;               E              
1607;               Affitto, 4+4            ;madonna-del-pilone;Intera proprietà;95;3;Piano;Intera proprietà;1250;120;140.0;2010.0;ottimo/ristrutturato;autonomo;assente;               A              
1608;               Affitto, 3+2            ;madonna-del-pilone;Intera proprietà;450;5;Piano;Intera proprietà;2400;;;1970.0;buono/abitabile;autonomo;None;
1609;               Affitto, 4+4            ;madonna-del-pilone;Intera proprietà;75;2;Ultimo;Intera proprietà;690;70;;1900.0;ottimo/ristrutturato;autonomo;None;               D              
1610;               Affitto, 4+4            ;madonna-del-pilone;Intera proprietà;37;1;3°;Intera proprietà;370;30;4.0;;buono/abitabile;centralizzato;autonomo;
1611;               Affitto, 3+2            ;madonna-del-pilone;Intera proprietà;50;2;3°;Intera proprietà;430;50;;;ottimo/ristrutturato;centralizzato;None;               D              
1612;               Affitto, 4+4            ;madonna-del-pilone;Intera proprietà;45;2;Ultimo;Intera proprietà;370;30;;;buono/abitabile;autonomo;None;               G              
1613;               Affitto, 4+4            ;madonna-del-pilone;Intera proprietà;95;4;2°;Intera proprietà;1250;120;140.0;2010.0;ottimo/ristrutturato;autonomo;None;               A              
1614;               Affitto, 4+4            ;madonna-del-pilone;Intera proprietà;45;2;Piano;Intera proprietà;500;30;;1920.0;ottimo/ristrutturato;autonomo;None;
1615;               Affitto            ;madonna-del-pilone;Intera proprietà;165;4;Piano;Intera proprietà;1550;;;;ottimo/ristrutturato;autonomo;assente;
1616;               Affitto, concordato            ;madonna-del-pilone;Intera proprietà;160;4;1°;Intera proprietà;1200;110;;1960.0;buono/abitabile;centralizzato;None;               C              
1617;               Affitto, 4+4            ;madonna-del-pilone;Intera proprietà;35;1;2°;Intera proprietà;520;;;2011.0;ottimo/ristrutturato;autonomo;autonomo;               B              
1618;               Affitto            ;madonna-del-pilone;Intera proprietà;114;3;1°;Intera proprietà;1000;60;;;ottimo/ristrutturato;centralizzato;None;               D              
1619;               Affitto, 4+4            ;madonna-del-pilone;Intera proprietà;50;2;Piano;Intera proprietà;750;;;2011.0;ottimo/ristrutturato;autonomo;centralizzato;               B              
1620;               Affitto, 4+4            ;madonna-del-pilone;Intera proprietà;40;1;1°;Intera proprietà;620;80;;2011.0;ottimo/ristrutturato;autonomo;None;               B              
1621;               Affitto, 4+4            ;sassi;Intera proprietà;140;4;1°;Intera proprietà;1100;200;;2006.0;ottimo/ristrutturato;autonomo;None;               F              
1622;               Affitto, 4+4            ;sassi;Intera proprietà;180;5;;Intera proprietà;1200;67;;;ottimo/ristrutturato;autonomo;None;               F              
1623;               Affitto            ;sassi;Intera proprietà;100;3;3°;Intera proprietà;680;;;1980.0;buono/abitabile;autonomo;predisposizione impianto;               F              
1624;               Affitto, 3+2            ;sassi;Intera proprietà;124;4;3°;Intera proprietà;650;100;;2002.0;nuovo/incostruzione;autonomo;assente;               B              
1625;               Affitto            ;sassi;Intera proprietà;60;3;Piano;Intera proprietà;400;40;100.0;;;autonomo;None;
1626;               Affitto            ;mirafiori-sud;Intera proprietà;90;4;1°;Intera proprietà;680;;;;buono/abitabile;centralizzato;None;               Non classificabile              
1627;               Affitto, libero            ;mirafiori-sud;Intera proprietà;75;3;2°;Intera proprietà;750;;;1900.0;ottimo/ristrutturato;centralizzato;None;               E              
1628;               Affitto, transitorio            ;mirafiori-sud;Intera proprietà;50;2;Piano;Intera proprietà;390;60;50.0;1970.0;buono/abitabile;centralizzato;assente;               G              
1629;               Affitto            ;mirafiori-sud;Intera proprietà;105;3;1°;Intera proprietà;670;;;;ottimo/ristrutturato;centralizzato;None;               E              
1630;               Affitto, 4+4            ;mirafiori-sud;Intera proprietà;95;3;1°;Intera proprietà;680;;;;ottimo/ristrutturato;centralizzato;autonomo;               D              
1631;               Affitto            ;mirafiori-sud;Intera proprietà;60;2;Piano;;400;;;;ottimo/ristrutturato;autonomo;None;               D              
1632;               Affitto, 4+4            ;mirafiori-sud;Intera proprietà;75;3;1°;Intera proprietà;600;50;75.0;1970.0;buono/abitabile;centralizzato;assente;
1633;               Affitto, 3+2            ;mirafiori-sud;Intera proprietà;80;3;Ultimo;Intera proprietà;470;80;66.0;1970.0;buono/abitabile;centralizzato;None;               E              
1634;               Affitto, concordato            ;mirafiori-sud;Intera proprietà;40;2;2°;Intera proprietà;350;;;;ottimo/ristrutturato;;None;               Non classificabile              
1635;               Affitto, concordato            ;mirafiori-sud;Intera proprietà;90;3;3°;Intera proprietà;500;;;;ottimo/ristrutturato;;None;               Non classificabile              
1636;               Affitto, 4+4            ;mirafiori-sud;Intera proprietà;75;3;4°;Intera proprietà;480;60;50.0;1960.0;buono/abitabile;centralizzato;assente;               D              
1637;               Affitto, 3+2            ;mirafiori-sud;Intera proprietà;70;3;3°;Intera proprietà;430;55;91.0;1960.0;buono/abitabile;centralizzato;None;               D              
1638;               Affitto            ;mirafiori-sud;Intera proprietà;50;2;5°;Intera proprietà;340;;;1970.0;ottimo/ristrutturato;centralizzato;None;               D              
1639;               Affitto, libero            ;mirafiori-sud;Intera proprietà;50;2;4°;Intera proprietà;340;;;;ottimo/ristrutturato;autonomo;autonomo;               D              
1640;               Affitto, libero            ;mirafiori-sud;Intera proprietà;60;2;3°;Intera proprietà;430;;;;ottimo/ristrutturato;autonomo;autonomo;               D              
1641;               Affitto, transitorio            ;mirafiori-sud;Intera proprietà;85;4;Piano;Intera proprietà;600;;;1950.0;buono/abitabile;autonomo;assente;               E              
1642;               Affitto, 4+4            ;mirafiori-sud;Intera proprietà;40;2;Oltre;Intera proprietà;500;60;58.0;1970.0;ottimo/ristrutturato;centralizzato;None;               F              
1643;               Affitto, concordato            ;mirafiori-sud;Intera proprietà;55;2;7°;Intera proprietà;410;50;50.0;1963.0;buono/abitabile;centralizzato;assente;               D              
1644;               Affitto, 4+4            ;mirafiori-sud;Intera proprietà;50;2;Piano;Intera proprietà;400;30;50.0;;buono/abitabile;centralizzato;assente;               D              
1645;               Affitto            ;mirafiori-sud;Intera proprietà;55;2;Ultimo;Intera proprietà;380;50;;;nuovo/incostruzione;centralizzato;assente;               D              
1646;               Affitto, concordato            ;mirafiori-sud;Intera proprietà;40;2;6°;Intera proprietà;300;60;58.0;1970.0;buono/abitabile;centralizzato;None;               E              
1647;               Affitto, 3+2            ;mirafiori-sud;Intera proprietà;73;3;5°;Intera proprietà;460;60;75.0;;;centralizzato;assente;               F              
1648;               Affitto, 4+4            ;mirafiori-sud;Intera proprietà;80;3;6°;;600;100;;;ottimo/ristrutturato;centralizzato;None;               E              
1649;               Affitto, libero            ;mirafiori-sud;Intera proprietà;60;2;6°;Intera proprietà;420;;;;ottimo/ristrutturato;autonomo;autonomo;               D              
1650;               Affitto, studenti (6-36 mesi)            ;mirafiori-sud;Intera proprietà;110;4;2°;Intera proprietà;900;120;116.0;1970.0;ottimo/ristrutturato;centralizzato;None;               D              
